gene_name	external_gene_name	ProductivityWhenExonIncluded	strand	Frame_of_upstream_exon	Frame_of_cassette_exon	Frame_of_downstream_exon	Coordinates_of_upstream_exon	Coordinates_of_cassette_exon	Coordinates_of_downstream_exon	dN.dS_of_upstream_exon	dN.dS_of_cassette_exon	dN.dS_of_downstream_exon	MeanPhyloP_of_upstream_exon	MeanPhyloP_of_cassette_exon	MeanPhyloP_of_downstream_exon	IsDifferentiallySpliced_in_at_least_one_contrast_in_human_and_anyNonMacaque
ENSG00000213977.8	TAX1BP3	Productive	-	0	0	0	chr17:3664679-3664798	chr17:3664195-3664272	chr17:3663748-3663885	18	1.2336182336182335	1.9813333333333336	4.4908476	4.811717987060547	4.8750334	TRUE
ENSG00000083454.23	P2RX5	Productive	-	2	2	0	chr17:3691644-3691823	chr17:3690956-3691027	chr17:3690605-3690680	2.680701754385965	7.464646464646464	1.189068100358423	1.0709473	3.649013996124267	3.381577491760254	FALSE
ENSG00000074755.15	ZZEF1	Unproductive	-	0	0	2	chr17:4072608-4072756	chr17:4071339-4071446	chr17:4070684-4070924	2.5934819897084047	3.035573122529644	1.9663461538461535	3.7750912	1.900148034095764	2.4957046508789062	FALSE
ENSG00000141456.16	PELP1	Productive	-	0	0	0	chr17:4690888-4690993	chr17:4682502-4682952	chr17:4676753-4676812	0.294478527607362	5.625954198473282	0.43409490333919154	2.2950003	1.6710420846939087	3.844538	FALSE
ENSG00000108528.14	SLC25A11	Productive	-	1	1	0	chr17:4939816-4939910	chr17:4939060-4939212	chr17:4938769-4938975	1.0913642052565706	2.583798882681564	1.554945054945055	3.961618	4.067477226257324	3.1002418994903564	FALSE
ENSG00000108509.21	CAMTA2	Productive	-	0	0	0	chr17:4969630-4969701	chr17:4969500-4969520	chr17:4969150-4969337	7.907514450867052	Inf	0.4279069767441861	3.8268561	4.0812859535217285	3.986305713653565	TRUE
ENSG00000108509.21	CAMTA2	Productive	-	0	0	1	chr17:4982757-4982892	chr17:4982089-4982160	chr17:4981678-4981831	10.487179487179487	0.9808917197452228	0.10588235294117648	4.62789	5.779013633728027	5.241109848022461	TRUE
ENSG00000108559.13	NUP88	Productive	-	0	0	1	chr17:5391561-5391662	chr17:5388802-5388960	chr17:5387779-5387904	13.378947368421052	0.779896013864818	4.547826086956522	4.1149917	2.905125617980957	3.61919617652893	TRUE
ENSG00000108559.13	NUP88	Productive	-	0	0	0	chr17:5404099-5404246	chr17:5399552-5399650	chr17:5394891-5394981	4.016393442622951	19.1875	1.521472392638037	3.975176	4.264030456542969	3.867669105529785	FALSE
ENSG00000108559.13	NUP88	Productive	-	1	1	0	chr17:5414009-5414134	chr17:5410703-5410789	chr17:5408737-5408909	1.59478672985782	4.843283582089552	0.4255832662912309	3.0756533	2.565206527709961	4.176753997802734	FALSE
ENSG00000005100.13	DHX33	Productive	-	1	1	0	chr17:5455997-5456182	chr17:5455160-5455271	chr17:5453821-5453980	1.9480712166172107	6.017094017094017	10.869565217391305	4.41595	4.8997235	4.222096920013428	FALSE
ENSG00000005100.13	DHX33	Productive	-	0	0	0	chr17:5468571-5468748	chr17:5463529-5463689	chr17:5462319-5462546	13.664921465968586	5.1033210332103325	1.3319755600814664	4.1169605	4.3832793	1.9287641048431396	FALSE
ENSG00000091622.16	PITPNM3	Productive	-	2	2	2	chr17:6537987-6538082	chr17:6525356-6525463	chr17:6503527-6503574	2.450980392156863	0.39946380697050937	0.3811764705882353	1.476396	4.331397533416748	2.5284271240234375	FALSE
ENSG00000108590.11	MED31	Productive	-	1	1	2	chr17:6650356-6650433	chr17:6649982-6650078	chr17:6644467-6644659	0.9729448491155048	1.4724137931034482	0.2052313883299799	4.886202	5.448907375335693	4.782897472381592	TRUE
ENSG00000141485.17	SLC13A5	Productive	-	0	0	0	chr17:6713232-6713333	chr17:6707028-6707156	chr17:6706642-6706778	0.7171717171717171	2.53125	2.8322981366459627	4.070978	3.682542562484741	1.8843625	FALSE
ENSG00000167858.13	TEKT1	Productive	-	1	1	0	chr17:6812831-6813016	chr17:6800747-6800943	chr17:6800027-6800234	0.9946977730646872	8.472573839662447	1.051282051282051	1.9050287	2.470111608505249	2.323742	FALSE
ENSG00000141505.12	ASGR1	Productive	-	2	2	2	chr17:7176981-7177076	chr17:7176830-7176901	chr17:7174424-7174460	1.0923076923076922	9.87878787878788	2.5828877005347595	0.6641351	1.0149304866790771	0.58688545	TRUE
ENSG00000141505.12	ASGR1	Productive	-	2	2	0	chr17:7178494-7178563	chr17:7177210-7177326	chr17:7176981-7177076	2.5828877005347595	0.8264642082429501	1.423963133640553	0.58688545	1.1360429525375366	1.6002716	TRUE
ENSG00000132535.23	DLG4	Productive	-	0	0	0	chr17:7217118-7217147	chr17:7208174-7208239	chr17:7204199-7204252	23.933333333333337	4.242105263157895	0	3.6329634	3.266242504119873	4.9337006	TRUE
ENSG00000175826.12	CTDNEP1	Productive	-	0	0	2	chr17:7247064-7247182	chr17:7246791-7246862	chr17:7246356-7246370	1.0666666666666669	0.00689655172413793	0.18779342723004697	5.5085998	5.523750305175781	4.710664	TRUE
ENSG00000215041.10	NEURL4	Productive	-	2	2	0	chr17:7327440-7327884	chr17:7327165-7327230	chr17:7326711-7327009	2.748792270531401	6.35	1.9096045197740112	3.7485385	2.282484769821167	3.7797666	TRUE
ENSG00000187838.17	PLSCR3	Productive	-	0	0	0	chr17:7393467-7393482	chr17:7393144-7393364	chr17:7392791-7392952	1.157563025210084	1.468497576736672	4.555555555555555	3.6938457	2.469158411026001	1.9938126	FALSE
ENSG00000187838.17	PLSCR3	Productive	-	0	0	0	chr17:7394104-7394110	chr17:7393601-7393836	chr17:7393467-7393509	5.328571428571428	1.8040345821325647	Inf	2.7736514	1.1028517484664917	1.942	FALSE
ENSG00000141504.12	SAT2	Productive	-	2	2	2	chr17:7627143-7627226	chr17:7626943-7627044	chr17:7626753-7626793	1.3333333333333333	9.023809523809524	2.0502092050209204	2.1964633	2.231862783432007	1.6328094	TRUE
ENSG00000141510.19	TP53	Productive	-	1	1	2	chr17:7673535-7673608	chr17:7670609-7670715	chr17:7669609-7669690	2.59	2.2006802721088436	5.621212121212121	1.5757681	1.792738437652588	1.2781353	FALSE
ENSG00000116218.13	NPHS2	Productive	-	0	0	2	chr1:179559679-179559761	chr1:179557027-179557230	chr1:179554476-179554531	0.7542372881355932	8.1	3.831081081081081	3.698536	2.796696186065674	3.181180715560913	FALSE
ENSG00000179029.15	TMEM107	Productive	-	1	1	0	chr17:8176200-8176286	chr17:8175959-8176026	chr17:8174203-8174272	2.63953488372093	4.213114754098361	7.904109589041096	3.1852856	2.5533382892608643	3.9570117	TRUE
ENSG00000178971.17	CTC1	Productive	-	0	0	1	chr17:8229302-8229446	chr17:8228727-8229206	chr17:8228503-8228629	1.1261744966442953	2.148701298701299	6.223076923076923	1.491181	0.8537562489509583	1.5343862	TRUE
ENSG00000133026.14	MYH10	Productive	-	2	2	0	chr17:8535387-8535501	chr17:8530623-8530685	chr17:8521092-8521285	20.556701030927837	7.833333333333333	0.07184466019417475	5.157376	5.333714485168457	5.547365	TRUE
ENSG00000133026.14	MYH10	Productive	-	0	0	1	chr17:8577236-8577338	chr17:8576643-8576669	chr17:8569720-8569812	0.04086845466155811	Inf	0.06136145733461169	5.822259	4.997777938842773	5.315165	TRUE
ENSG00000170310.15	STX8	Productive	-	0	0	0	chr17:9575792-9575808	chr17:9568371-9568470	chr17:9557434-9557528	7.630434782608695	17.02777777777778	6.142857142857143	2.7946944	2.3071699142456055	3.5205295	FALSE
ENSG00000187824.9	TMEM220	Productive	-	1	1	2	chr17:10725011-10725134	chr17:10723270-10723329	chr17:10715453-10715588	2.045098039215686	1.1612903225806452	2.414414414414414	2.1179633	2.3204495906829834	1.6191128	FALSE
ENSG00000154957.14	ZNF18	Productive	-	2	2	0	chr17:11984113-11984197	chr17:11983297-11983407	chr17:11977957-11978744	2.3417452113104287	3.1104294478527605	1.25	1.151094	0.5767207145690918	1.2751412	FALSE
ENSG00000109099.16	PMP22	Productive	-	2	2	0	chr17:15259094-15259193	chr17:15239471-15239611	chr17:15230917-15231080	4.597911227154047	0.3482632541133455	1.4093264248704662	3.8815608	4.890397071838379	1.278309941291809	FALSE
ENSG00000221926.13	TRIM16	Productive	-	2	2	0	chr17:15636036-15636143	chr17:15632509-15632674	chr17:15631619-15631714	5.2421875	5.847715736040609	2.564245810055866	1.9103438	1.6759939193725586	2.1517224	FALSE
ENSG00000141027.23	NCOR1	Productive	-	2	2	0	chr17:16091863-16092058	chr17:16087172-16087345	chr17:16086282-16086442	1.8324022346368716	2.9096045197740112	4.706666666666667	3.789677	3.0925285816192627	3.355541	TRUE
ENSG00000141027.23	NCOR1	Productive	-	1	1	0	chr17:16151946-16151998	chr17:16151590-16151616	chr17:16149451-16149517	3.4757281553398056	Inf	0.04207920792079208	5.5575967	3.6279261112213135	6.1343775	TRUE
ENSG00000181350.12	LRRC75A	Productive	-	0	0	0	chr17:16462258-16462386	chr17:16447845-16447960	chr17:16443868-16444131	5.311904761904762	1.104361370716511	8.274193548387096	3.7162917	3.901284694671631	4.771791	FALSE
ENSG00000141030.13	COPS3	Productive	-	0	0	0	chr17:17248926-17249039	chr17:17247480-17247560	chr17:17247098-17247151	0.21662468513853905	21.176470588235293	0.08493771234428087	5.691964	5.953024387359619	6.150816	FALSE
ENSG00000141030.13	COPS3	Productive	-	0	0	0	chr17:17267885-17267977	chr17:17264802-17264981	chr17:17261966-17262106	2.8217270194986073	0.04242424242424243	0.24691358024691357	5.9492908	6.039694786071777	6.137032	FALSE
ENSG00000175662.18	TOM1L2	Productive	-	0	0	1	chr17:17861476-17861551	chr17:17850893-17850952	chr17:17848823-17848859	0.19014084507042253	7.148148148148148	0.625	4.410189	6.079316139221191	2.6776447	TRUE
ENSG00000175662.18	TOM1L2	Productive	-	0	0	1	chr17:17898596-17898674	chr17:17884634-17884768	chr17:17879627-17879743	0.10081967213114754	0.27734375	0.15384615384615383	4.793488	5.2616663	4.5406957	FALSE
ENSG00000171953.16	ATPAF2	Productive	-	0	0	2	chr17:18028615-18028659	chr17:18028232-18028377	chr17:18026319-18026416	0.3188097768331562	1.1873417721518988	0.4340425531914894	4.7680507	4.972506999969482	4.436822	TRUE
ENSG00000177731.16	FLII	Productive	-	1	1	0	chr17:18254769-18254854	chr17:18254521-18254682	chr17:18254097-18254182	0.2986425339366516	0.2319277108433735	0.26430976430976433	4.686442	5.369598865509033	5.213896	TRUE
ENSG00000176974.22	SHMT1	Productive	-	2	2	2	chr17:18340043-18340255	chr17:18335559-18335675	chr17:18333166-18333288	0.7210179076343073	0.5568053993250843	2.6412103746397695	4.1025853	4.671128273010254	4.8921075	FALSE
ENSG00000154016.14	GRAP	Productive	-	0	0	1	chr17:19035958-19036080	chr17:19024215-19024383	chr17:19021959-19022144	1.1037277147487845	1.1145124716553287	7.868217054263566	3.0529838	3.578923225402832	3.3881547	FALSE
ENSG00000108599.15	AKAP10	Productive	-	1	1	0	chr17:19931805-19931978	chr17:19924408-19924517	chr17:19920036-19920118	6.782051282051282	5.036363636363636	0.9894636015325672	4.8848796	4.842055	3.453362226486206	FALSE
ENSG00000178307.10	TMEM11	Unproductive	-	1	1	0	chr17:21214091-21214152	chr17:21211067-21211227	chr17:21198324-21198840	2.891389432485323	3.8238993710691824	9.521739130434783	5.3124485	1.388801336288452	1.487242	FALSE
ENSG00000109083.14	IFT20	Productive	-	1	1	2	chr17:28330443-28330528	chr17:28329173-28329276	chr17:28328652-28328733	4.458333333333333	0.08766716196136701	2.9889502762430937	5.167549	4.611807823181152	4.343569278717041	TRUE
ENSG00000087111.22	PIGS	Productive	-	2	2	2	chr17:28560049-28560191	chr17:28558181-28558590	chr17:28556827-28556972	0.61090573012939	6.126237623762377	2.3242105263157895	4.7658978	1.3128098249435425	4.373650550842285	FALSE
ENSG00000076382.17	SPAG5	Productive	-	0	0	1	chr17:28585864-28585998	chr17:28585534-28585653	chr17:28585319-28585411	5.185840707964601	8.296610169491526	1.860759493670886	1.3211935	1.6552001237869265	1.3143333196640017	FALSE
ENSG00000109113.20	RAB34	Productive	-	1	1	0	chr17:28716903-28716994	chr17:28715993-28716061	chr17:28715800-28715901	1.0339366515837105	3.631578947368421	2.168032786885246	5.084029	4.520622730255127	3.0607495307922363	FALSE
ENSG00000196535.20	MYO18A	Productive	-	0	0	0	chr17:29086438-29086577	chr17:29085604-29085648	chr17:29082316-29082438	0.30353430353430355	0.76	0.08783239323126511	4.183764	5.32288932800293	5.1639137	TRUE
ENSG00000196535.20	MYO18A	Productive	-	0	0	0	chr17:29165942-29166940	chr17:29124653-29124688	chr17:29122166-29122253	0.38778220451527223	6.128205128205129	2.623521891978268	4.034943	2.8983609676361084	3.4497578	FALSE
ENSG00000108262.16	GIT1	Productive	-	1	1	2	chr17:29581338-29581380	chr17:29578962-29578988	chr17:29578731-29578779	0.07190635451505016	1.7586206896551724	0.656934306569343	4.3001223	3.604185342788696	6.0205583572387695	TRUE
ENSG00000167549.19	CORO6	Productive	-	0	0	2	chr17:29618790-29618971	chr17:29617500-29617619	chr17:29616938-29617042	8.321428571428571	5.693333333333333	9.2279792746114	4.8788576	4.618991374969482	4.144665	TRUE
ENSG00000167549.19	CORO6	Productive	-	0	0	0	chr17:29621224-29621421	chr17:29619651-29619773	chr17:29619060-29619189	7.211428571428572	0.6906005221932114	2.010355029585799	4.670639	5.023845195770264	4.9313283	TRUE
ENSG00000108666.11	C17orf75	Productive	-	0	0	1	chr17:32334469-32334605	chr17:32333417-32333520	chr17:32331908-32331978	4.205357142857143	2.336769759450172	1.0012515644555695	5.1488447	4.553836345672607	3.4387521743774414	TRUE
ENSG00000176658.17	MYO1D	Unproductive	-	1	1	0	chr17:32748936-32749006	chr17:32745522-32745689	chr17:32745211-32745285	11.822222222222225	6.310204081632653	0.2569832402234637	5.3058133	1.0218095779418943	4.4249578	FALSE
ENSG00000132141.14	CCT6B	Productive	-	1	1	0	chr17:34951950-34952053	chr17:34942796-34942906	chr17:34942559-34942643	2.047945205479452	9.366071428571429	0.9756493506493508	4.5980353	4.7258830070495605	4.146769	FALSE
ENSG00000132141.14	CCT6B	Productive	-	0	0	1	chr17:34959587-34959650	chr17:34958560-34958694	chr17:34954426-34954599	2.6492537313432836	0.10545454545454544	0.400355871886121	4.1237645	5.251155376434326	4.569281	FALSE
ENSG00000092871.17	RFFL	Productive	-	0	0	0	chr17:35016370-35016580	chr17:35014740-35014763	chr17:35012002-35012149	7.880681818181818	2.0434782608695654	2.381165919282511	4.869446	1.673749923706055	3.9809477	TRUE
ENSG00000092871.17	RFFL	Productive	-	0	0	0	chr17:35026374-35026553	chr17:35021371-35021781	chr17:35017523-35017606	4.271739130434782	4.5888268156424585	4.03931203931204	1.9782736	2.6728711128234863	3.382521867752075	FALSE
ENSG00000185379.21	RAD51D	Productive	-	1	1	0	chr17:35119111-35119157	chr17:35118501-35118619	chr17:35107366-35107447	0.22945205479452055	0.5419847328244275	1.503067484662577	3.300439	3.6964287757873535	3.0398724	FALSE
ENSG00000271447.6	MMP28	Productive	-	2	2	1	chr17:35778888-35779075	chr17:35773180-35773404	chr17:35770067-35770312	1.8099891422366992	3.72	1.4095693779904306	4.317106	4.017391204833984	2.624665	FALSE
ENSG00000278023.7	RDM1	Productive	-	0	0	0	chr17:35924604-35924772	chr17:35922577-35922675	chr17:35920258-35920272	3.090909090909091	5.16	3.7857142857142856	2.0470667	1.6297271	0.7247869968414307	FALSE
ENSG00000275066.5	SYNRG	Productive	-	0	0	0	chr17:37520538-37520648	chr17:37520179-37520214	chr17:37518940-37519071	0.1435602953240361	0.6363636363636364	0.18189581554227155	5.9086137	3.8056390285491943	5.2751093	TRUE
ENSG00000275066.5	SYNRG	Productive	-	2	2	0	chr17:37584648-37584759	chr17:37577380-37577613	chr17:37576341-37576418	1.0888324873096449	4.6158192090395485	0.15270413573700956	4.534154	2.811944484710694	5.069911	FALSE
ENSG00000275410.6	HNF1B	Productive	-	0	0	2	chr17:37700983-37701177	chr17:37699076-37699194	chr17:37687372-37687392	0.1	11.09278350515464	0.6190114068441065	4.623476	5.222461700439453	5.4586616	FALSE
ENSG00000277363.5	SRCIN1	Productive	-	0	0	0	chr17:38574876-38574974	chr17:38568211-38568234	chr17:38564118-38564313	5.223241590214068	0	3.9047619047619047	4.625357	5.425333499908447	3.1036766	FALSE
ENSG00000116406.20	EDEM3	Productive	-	2	2	2	chr1:184702811-184702996	chr1:184701530-184701541	chr1:184694063-184694472	5.534751773049646	1.6666666666666667	0.6475620188195038	2.1408584	6.491166591644287	4.717790603637695	FALSE
ENSG00000108306.13	FBXL20	Productive	-	1	1	1	chr17:39297127-39297195	chr17:39285478-39285573	chr17:39282729-39282855	4.458333333333333	0.22005988023952097	0.10031347962382443	4.926504	4.797770977020264	4.853724956512451	FALSE
ENSG00000161395.14	PGAP3	Productive	-	0	0	0	chr17:39684597-39684749	chr17:39674617-39674679	chr17:39673993-39674054	15.529411764705882	0.17647058823529413	0.5284249767008388	5.421871	4.478682518005371	4.4438434000000004	TRUE
ENSG00000116406.20	EDEM3	Productive	-	0	0	0	chr1:184754489-184754646	chr1:184749547-184749592	chr1:184737611-184737711	0.04753199268738574	12.6	2.926829268292683	5.2257223	3.554130792617798	1.8013420104980469	FALSE
ENSG00000008838.21	MED24	Productive	-	2	2	1	chr17:40035117-40035349	chr17:40034916-40034972	chr17:40033345-40033456	16.280701754385966	2.75	14.30316742081448	1.9935178	2.0828245	3.8917853832244873	TRUE
ENSG00000008838.21	MED24	Productive	-	0	0	0	chr17:40053298-40053360	chr17:40036116-40036154	chr17:40035722-40035795	0.2766726943942134	0.1111111111111111	0.04308797127468582	4.789527	5.343154	5.846221446990967	FALSE
ENSG00000073584.20	SMARCE1	Productive	-	2	2	2	chr17:40645576-40645619	chr17:40642455-40642559	chr17:40637526-40637572	0.07754010695187166	9.533333333333331	0.6607142857142857	5.971234	6.943752288818359	5.663000106811523	TRUE
ENSG00000141696.13	P3H4	Productive	-	0	0	1	chr17:41810863-41811034	chr17:41809706-41809834	chr17:41807859-41808004	1.5487603305785125	0.9128440366972476	1.3503649635036497	4.2707877	4.792038440704346	3.3932211	FALSE
ENSG00000141698.17	NT5C3B	Productive	-	0	0	1	chr17:41828790-41828952	chr17:41827426-41827626	chr17:41825523-41825657	1.9380530973451329	0.9292803970223326	0.9236514522821576	2.530067	3.4873831272125244	3.7519631	TRUE
ENSG00000141698.17	NT5C3B	Productive	-	0	0	0	chr17:41836182-41836193	chr17:41835859-41835957	chr17:41835203-41835272	0.48375451263537905	5.907894736842105	3.8461538461538463	3.8629577	2.060302972793579	1.1797501	TRUE
ENSG00000131473.17	ACLY	Productive	-	2	2	0	chr17:41897749-41897839	chr17:41896620-41896649	chr17:41893033-41893174	14.22222222222222	Inf	0.8565488565488566	5.2325773	3.3078999519348145	3.6196485	TRUE
ENSG00000121486.12	TRMT1L	Unproductive	-	2	2	1	chr1:185137606-185137796	chr1:185137442-185137506	chr1:185128669-185128747	2.146464646464646	9.5	2.3504587155963304	4.691886	1.2798153162002563	4.8129635	FALSE
ENSG00000168259.17	DNAJC7	Productive	-	2	2	0	chr17:41997115-41997239	chr17:41996311-41996424	chr17:41994870-41994944	0.6348195329087049	0.4798136645962733	0.21937086092715233	4.4392934	4.77564001083374	4.6753592	FALSE
ENSG00000173757.11	STAT5B	Productive	-	0	0	0	chr17:42217160-42217282	chr17:42216014-42216106	chr17:42211984-42212190	5.541254125412541	22.875	0.04825174825174825	5.151773	5.3311614990234375	5.26187	FALSE
ENSG00000168610.17	STAT3	Productive	-	2	2	2	chr17:42322285-42322494	chr17:42317182-42317224	chr17:42316789-42316851	3.202247191011236	0.1299638989169675	8.121827411167512	3.489619	5.368465900421143	4.806348	FALSE
ENSG00000116679.16	IVNS1ABP	Unproductive	-	0	0	0	chr1:185307014-185307139	chr1:185306485-185306625	chr1:185305536-185305643	21.60869565217391	7.056	1.5074183976261128	6.6595736	4.99504280090332	5.643135070800781	TRUE
ENSG00000108799.13	EZH1	Productive	-	0	0	0	chr17:42727662-42727763	chr17:42724305-42724424	chr17:42722795-42722915	0.1901893287435456	21.35	0.6138613861386139	5.314702	4.5385918617248535	3.196509838104248	FALSE
ENSG00000126581.13	BECN1	Productive	-	1	1	1	chr17:42818221-42818415	chr17:42814524-42814673	chr17:42810902-42810928	0.02758620689655172	9.153846153846152	4.761517615176151	5.9246297	5.873914	3.4600358	FALSE
ENSG00000126581.13	BECN1	Productive	-	1	1	0	chr17:42819548-42819609	chr17:42818544-42818877	chr17:42818221-42818415	4.761517615176151	3.4640122511485454	5.140625	3.4600358	4.041826248168945	3.8715968	FALSE
ENSG00000108825.18	PTGES3L-AARSD1	Productive	-	0	0	2	chr17:42979170-42979268	chr17:42971607-42971696	chr17:42970289-42970342	1.0976744186046512	0.7287735849056604	12.473684210526317	2.7957413	3.6302114	2.9793734550476074	FALSE
ENSG00000012048.26	BRCA1	Productive	-	2	2	1	chr17:43095846-43095922	chr17:43094744-43094860	chr17:43090944-43091032	14.732394366197184	6.2	8.464285714285714	1.8850563	0.926735	0.6382727026939392	FALSE
ENSG00000012048.26	BRCA1	Productive	-	1	1	1	chr17:43115726-43115779	chr17:43106456-43106533	chr17:43104868-43104956	1.0190930787589498	2.0753424657534247	0.06278026905829596	2.5299778	2.5865512	2.5737777	FALSE
ENSG00000175832.13	ETV4	Productive	-	1	1	2	chr17:43533859-43533985	chr17:43533187-43533348	chr17:43532674-43532939	3.6455906821963393	7.264550264550264	1.6674418604651162	2.657188	2.5021543502807617	4.0469766	FALSE
